Date,Open,High,Low,Close
2017-11-11,1.3544739484786987,1.4541629552841187,1.22406005859375,1.2666590213775635
2017-11-12,1.2654609680175781,1.2684259414672852,1.1090079545974731,1.1583000421524048
2017-11-13,1.1631170511245728,1.3261640071868896,1.156883955001831,1.2856320142745972
2017-11-14,1.2876590490341187,1.3225899934768677,1.1914230585098267,1.2104430198669434
2017-11-15,1.2067869901657104,1.237231969833374,1.1356220245361328,1.161895990371704
2017-11-16,1.1814379692077637,1.2774089574813843,1.167760968208313,1.1955749988555908
2017-11-17,1.1971889734268188,1.1987119913101196,1.1316889524459839,1.143259048461914
2017-11-18,1.1440160274505615,1.2692300081253052,1.134078025817871,1.2673759460449219
2017-11-19,1.2666410207748413,1.2877379655838013,1.186918020248413,1.2227380275726318
2017-11-20,1.231693983078003,1.2546459436416626,1.178760051727295,1.2268329858779907
2017-11-21,1.2523000240325928,1.2533379793167114,1.1706620454788208,1.1883289813995361
2017-11-22,1.2007319927215576,1.2169710397720337,1.1722179651260376,1.2105679512023926
2017-11-23,1.209704041481018,1.2137240171432495,1.1557350158691406,1.1641730070114136
2017-11-24,1.1798319816589355,1.3667069673538208,1.1696089506149292,1.288120985031128
2017-11-25,1.2875670194625854,1.468047022819519,1.2703189849853516,1.4052269458770752
2017-11-26,1.4208769798278809,1.4513009786605835,1.370911955833435,1.391029953956604
2017-11-27,1.4043159484863281,1.4620239734649658,1.3414510488510132,1.4586939811706543
2017-11-28,1.4706079959869385,1.470276951789856,1.4010649919509888,1.4346400499343872
2017-11-29,1.4400509595870972,1.5305800437927246,1.2541320323944092,1.3057479858398438
2017-11-30,1.3131359815597534,1.5242869853973389,1.3132330179214478,1.4761749505996704
2017-12-01,1.476161003112793,1.5869669914245605,1.421159029006958,1.5369189977645874
2017-12-02,1.541990041732788,1.570646047592163,1.4824719429016113,1.5472609996795654
2017-12-03,1.5481890439987183,1.7677429914474487,1.5250109434127808,1.6511600017547607
2017-12-04,1.6740230321884155,1.91914701461792,1.6738990545272827,1.849524974822998
2017-12-05,1.857043981552124,2.0283560752868652,1.8574579954147339,1.9350579977035522
2017-12-06,1.9239710569381714,2.069722890853882,1.7535359859466553,1.932554006576538
2017-12-07,1.9039579629898071,2.1790130138397217,1.860700011253357,2.0619709491729736
2017-12-08,2.051698923110962,2.141676902770996,1.6774829626083374,2.115123987197876
2017-12-09,2.1116490364074707,2.142524003982544,1.7412760257720947,1.950556993484497
2017-12-10,1.98859703540802,2.01407790184021,1.6526190042495728,1.854645013809204
2017-12-11,1.8767889738082886,2.113656997680664,1.868589997291565,2.02790904045105
2017-12-12,2.0427439212799072,2.083933115005493,1.9586520195007324,2.015881061553955
2017-12-13,2.017630100250244,2.1514999866485596,1.9296410083770752,2.071971893310547
2017-12-14,2.068495988845825,2.351828098297119,2.0679149627685547,2.351828098297119
2017-12-15,2.350308895111084,3.3115010261535645,2.3397998809814453,3.000338077545166
2017-12-16,3.1297171115875244,3.5478711128234863,2.941962957382202,3.5022521018981934
2017-12-17,3.5057740211486816,5.068271160125732,3.5057740211486816,4.323484897613525
2017-12-18,4.350282192230225,4.659118175506592,3.961421012878418,4.197824954986572
2017-12-19,4.221108913421631,4.895161151885986,4.172407150268555,4.3278021812438965
2017-12-20,4.325037002563477,4.325037002563477,3.6809210777282715,3.871799945831299
2017-12-21,3.878308057785034,4.262537956237793,3.605565071105957,3.872615098953247
2017-12-22,3.8916420936584473,3.8967928886413574,2.625006914138794,3.2465929985046387
2017-12-23,3.290626049041748,3.8443470001220703,3.2252249717712402,3.6232850551605225
