Date,Open,High,Low,Close
2014-09-17,286.4563903808594,287.523193359375,278.037109375,281.1767578125
2014-09-18,280.88531494140625,281.0754089355469,252.26185607910156,258.42669677734375
2014-09-19,258.22149658203125,259.3725280761719,235.11587524414062,242.42922973632812
2014-09-20,242.35369873046875,259.92999267578125,239.41233825683594,251.0924072265625
2014-09-21,250.58949279785156,253.25514221191406,241.43751525878906,244.5704345703125
2014-09-22,244.7415313720703,249.0610809326172,243.08624267578125,245.6790313720703
2014-09-23,245.6423797607422,269.47210693359375,241.70143127441406,265.8721008300781
2014-09-24,265.84771728515625,265.92193603515625,256.8191223144531,259.2691345214844
2014-09-25,259.2391052246094,259.36676025390625,251.0071563720703,252.0355224609375
2014-09-26,251.94671630859375,254.17333984375,245.2989501953125,248.9075469970703
2014-09-27,248.3727264404297,250.2603302001953,244.5667266845703,245.8887176513672
2014-09-28,245.8585662841797,246.81007385253906,230.51419067382812,232.2829132080078
2014-09-29,232.1271209716797,236.80519104003906,229.1977081298828,231.213134765625
2014-09-30,231.59555053710938,241.16517639160156,229.9242706298828,238.69224548339844
2014-10-01,238.9901885986328,241.78599548339844,234.9188690185547,236.9895477294922
2014-10-02,237.22000122070312,237.56517028808594,230.9406280517578,232.15646362304688
2014-10-03,232.22393798828125,235.04574584960938,224.1802978515625,225.21580505371094
2014-10-04,225.453857421875,228.3323974609375,204.1508331298828,206.01766967773438
2014-10-05,206.04898071289062,214.1207733154297,181.2290802001953,200.82080078125
2014-10-06,200.7449951171875,215.6278839111328,189.36036682128906,205.38796997070312
2014-10-07,205.70220947265625,211.48744201660156,199.60263061523438,209.01953125
2014-10-08,208.97537231445312,219.20327758789062,203.76657104492188,218.40347290039062
2014-10-09,218.28463745117188,237.2611846923828,214.83380126953125,226.4710235595703
2014-10-10,226.26071166992188,232.6285400390625,220.28521728515625,224.92193603515625
2014-10-11,224.79751586914062,228.42364501953125,221.43141174316406,225.3804168701172
2014-10-12,225.57138061523438,235.81915283203125,221.55148315429688,235.26974487304688
2014-10-13,234.87942504882812,247.18482971191406,228.98634338378906,243.05174255371094
2014-10-14,243.8473358154297,256.2701416015625,243.58792114257812,252.2781524658203
2014-10-15,252.33164978027344,252.98886108398438,243.8780517578125,246.94921875
2014-10-16,246.78968811035156,249.26995849609375,231.89334106445312,237.7305450439453
2014-10-17,237.85484313964844,239.53146362304688,232.9293975830078,238.46267700195312
2014-10-18,238.59815979003906,245.5465087890625,235.4881134033203,243.2374267578125
2014-10-19,243.12060546875,244.78903198242188,240.1398162841797,242.1194610595703
2014-10-20,241.9236602783203,242.4387969970703,234.8370361328125,236.9970245361328
2014-10-21,236.7345428466797,243.12445068359375,235.7521514892578,239.8975830078125
2014-10-22,239.6759796142578,241.0969696044922,238.1465301513672,238.86166381835938
2014-10-23,238.73948669433594,240.06983947753906,222.3901824951172,223.68907165527344
2014-10-24,223.79766845703125,226.49819946289062,220.30616760253906,222.7405548095703
2014-10-25,222.9058837890625,223.682861328125,213.12594604492188,215.85716247558594
2014-10-26,215.99142456054688,223.28506469726562,213.7810821533203,220.47738647460938
2014-10-27,220.5227508544922,222.2833709716797,217.36717224121094,218.9486541748047
2014-10-28,219.0888214111328,223.3428497314453,218.7156524658203,221.5862274169922
2014-10-29,221.25843811035156,221.73318481445312,209.484619140625,209.73126220703125
2014-10-30,209.80502319335938,219.26580810546875,209.4069061279297,215.85609436035156
2014-10-31,215.6710662841797,217.55532836914062,210.7664337158203,211.51673889160156
2014-11-01,211.722412109375,212.89715576171875,200.7220916748047,203.65676879882812
2014-11-02,203.860595703125,205.7205352783203,200.4539031982422,204.07789611816406
2014-11-03,203.87564086914062,209.2089080810547,203.73121643066406,205.05445861816406
2014-11-04,204.80844116210938,207.23780822753906,203.17312622070312,206.51878356933594
2014-11-05,206.6381378173828,215.022216796875,206.6768798828125,212.68386840820312
2014-11-06,212.6663360595703,222.95875549316406,211.7664794921875,220.53921508789062
2014-11-07,220.87257385253906,222.85316467285156,215.72682189941406,215.72166442871094
2014-11-08,215.55723571777344,218.63038635253906,215.55723571777344,217.6576690673828
2014-11-09,217.58709716796875,228.92596435546875,216.88087463378906,228.75567626953125
2014-11-10,228.1265869140625,236.4471435546875,224.9943389892578,231.5416259765625
2014-11-11,230.86830139160156,234.29454040527344,229.23992919921875,230.90618896484375
2014-11-12,231.08828735351562,271.9389953613281,231.1318359375,268.6376647949219
2014-11-13,270.991943359375,289.90484619140625,255.23223876953125,268.0182189941406
2014-11-14,266.5415954589844,267.0735168457031,245.54208374023438,253.9209747314453
2014-11-15,255.09031677246094,258.8421630859375,236.80857849121094,240.0797882080078
2014-11-16,239.1842803955078,249.4408721923828,239.10256958007812,247.6422119140625
2014-11-17,247.94036865234375,262.51055908203125,241.27700805664062,247.76669311523438
2014-11-18,248.0078125,250.9285125732422,236.9386444091797,240.11135864257812
2014-11-19,239.2781219482422,247.53794860839844,239.29344177246094,242.85577392578125
2014-11-20,242.697509765625,243.7783203125,227.40838623046875,228.05429077148438
2014-11-21,228.0791473388672,228.05007934570312,219.4451904296875,224.12673950195312
2014-11-22,224.60968017578125,233.065673828125,224.14590454101562,225.45037841796875
2014-11-23,225.61325073242188,237.0373992919922,225.61325073242188,234.9760284423828
2014-11-24,234.5764923095703,246.56712341308594,234.0390625,240.12550354003906
2014-11-25,240.11595153808594,251.8189239501953,238.60952758789062,238.80137634277344
2014-11-26,239.22828674316406,240.5719757080078,231.6904296875,233.3523406982422
2014-11-27,234.70291137695312,236.91372680664062,234.2462921142578,235.09921264648438
2014-11-28,234.9109649658203,244.68746948242188,228.5773468017578,240.6027069091797
2014-11-29,240.41416931152344,247.731689453125,237.85311889648438,239.99168395996094
2014-11-30,240.00384521484375,244.4886932373047,238.59707641601562,242.1825714111328
2014-12-01,242.31198120117188,245.71665954589844,241.34619140625,241.0506591796875
2014-12-02,241.0538330078125,244.51673889160156,240.26388549804688,243.71405029296875
2014-12-03,243.9741668701172,244.8389129638672,239.27517700195312,239.02734375
2014-12-04,239.47860717773438,241.48915100097656,234.5252227783203,235.76194763183594
2014-12-05,235.65859985351562,243.44631958007812,233.54576110839844,241.8366241455078
2014-12-06,241.7743682861328,242.85952758789062,238.04466247558594,240.50889587402344
2014-12-07,240.54161071777344,240.21192932128906,239.53988647460938,241.00167846679688
2014-12-08,240.9181365966797,241.5086669921875,231.2666015625,231.2665252685547
2014-12-09,231.25758361816406,232.11033630371094,220.2049102783203,224.62945556640625
2014-12-10,224.6205291748047,224.83506774902344,219.9561767578125,219.9561767578125
2014-12-11,218.67022705078125,230.0464630126953,215.5392303466797,223.0249481201172
2014-12-12,223.23301696777344,224.68682861328125,222.28012084960938,224.33470153808594
2014-12-13,224.23226928710938,224.23226928710938,220.54598999023438,221.0474090576172
2014-12-14,220.63441467285156,224.5700225830078,219.8014678955078,223.6702423095703
2014-12-15,223.49786376953125,223.7724151611328,220.54603576660156,220.7664794921875
2014-12-16,220.9761505126953,221.2223358154297,207.76394653320312,207.76394653320312
2014-12-17,207.63246154785156,212.20944213867188,201.40081787109375,205.36639404296875
2014-12-18,205.37216186523438,207.6255645751953,195.30845642089844,198.77186584472656
