Date,Open,High,Low,Close
2017-11-11,226.40733337402344,242.2300567626953,226.1085662841797,238.6116180419922
2017-11-12,238.61843872070312,241.91087341308594,226.35198974609375,234.68597412109375
2017-11-13,234.01295471191406,250.37356567382812,233.9951171875,241.4178009033203
2017-11-14,241.45361328125,259.439453125,241.47203063964844,256.61700439453125
2017-11-15,256.8700866699219,259.1698303222656,250.5416259765625,253.08001708984375
2017-11-16,253.1453094482422,254.78172302246094,245.43495178222656,250.73800659179688
2017-11-17,250.16441345214844,253.8375244140625,247.1871795654297,251.60397338867188
2017-11-18,251.2906036376953,264.64007568359375,248.04103088378906,263.1231689453125
2017-11-19,262.96343994140625,281.0468444824219,260.9491882324219,268.5149230957031
2017-11-20,268.2936706542969,281.1764221191406,267.6228942871094,276.9654846191406
2017-11-21,277.50396728515625,281.343017578125,264.77386474609375,272.0828857421875
2017-11-22,272.0157165527344,286.4588928222656,272.01434326171875,285.903564453125
2017-11-23,286.4946594238281,319.8887634277344,282.3271484375,308.325927734375
2017-11-24,310.0811767578125,360.6846618652344,302.8255615234375,356.13873291015625
2017-11-25,356.71240234375,363.8485107421875,345.7465515136719,349.6632995605469
2017-11-26,349.43682861328125,354.8438720703125,338.66217041015625,353.7982177734375
2017-11-27,353.9490966796875,370.61895751953125,351.05657958984375,360.62689208984375
2017-11-28,360.749267578125,362.1406555175781,351.2442321777344,353.88909912109375
2017-11-29,354.1727294921875,390.247314453125,316.90972900390625,318.71405029296875
2017-11-30,321.46636962890625,345.65753173828125,298.166748046875,330.51007080078125
2017-12-01,329.10186767578125,350.886474609375,316.6114807128906,346.3548583984375
2017-12-02,346.58575439453125,353.5553283691406,339.0148620605469,344.0601501464844
2017-12-03,344.25018310546875,359.37030029296875,336.17437744140625,345.3576965332031
2017-12-04,345.5066833496094,353.36187744140625,335.1907958984375,349.0231628417969
2017-12-05,349.0899658203125,353.7711181640625,340.3182678222656,345.4227600097656
2017-12-06,344.9179992675781,344.99554443359375,314.1052551269531,320.0806579589844
2017-12-07,318.4234313964844,329.91778564453125,309.2388610839844,322.21331787109375
2017-12-08,322.644287109375,347.9372863769531,313.5379638671875,340.7539367675781
2017-12-09,341.73504638671875,376.70703125,340.9198303222656,353.8085632324219
2017-12-10,353.2757873535156,353.2757873535156,320.94000244140625,329.88873291015625
2017-12-11,328.87078857421875,387.3587646484375,327.9097900390625,385.9563903808594
2017-12-12,391.31341552734375,493.51904296875,378.1530456542969,489.1357727050781
2017-12-13,484.23638916015625,559.5399169921875,448.7972717285156,524.1400756835938
2017-12-14,522.5194091796875,560.56640625,496.2234191894531,518.067138671875
2017-12-15,518.4840698242188,523.0974731445312,462.09893798828125,513.888427734375
2017-12-16,515.1978759765625,539.3685913085938,511.13897705078125,522.7186889648438
2017-12-17,522.7396850585938,552.711669921875,522.7396850585938,540.7247314453125
2017-12-18,542.0443115234375,600.843017578125,517.2077026367188,593.993896484375
2017-12-19,593.437744140625,659.5946044921875,587.2154541015625,617.7697143554688
2017-12-20,618.2874755859375,630.3610229492188,564.434814453125,612.6755981445312
2017-12-21,613.5358276367188,659.089111328125,593.6856079101562,613.8329467773438
2017-12-22,615.0142211914062,618.7359008789062,406.4902648925781,505.2860107421875
2017-12-23,510.1197814941406,571.948974609375,508.9330749511719,538.6246337890625
2017-12-24,540.4080200195312,540.4080200195312,460.4088134765625,519.532958984375
2017-12-25,523.067138671875,585.5878295898438,523.0280151367188,572.6289672851562
2017-12-26,570.78662109375,588.3421630859375,569.051025390625,578.6122436523438
2017-12-27,579.4601440429688,589.96337890625,551.0545043945312,569.2425537109375
2017-12-28,568.76953125,569.5560302734375,521.638916015625,548.4618530273438
2017-12-29,550.9666748046875,569.6974487304688,540.4903564453125,557.7205200195312
2017-12-30,557.8855590820312,557.8855590820312,507.12774658203125,530.8296508789062
2017-12-31,527.0958862304688,563.30419921875,525.5469360351562,560.6259765625
2018-01-01,559.9029541015625,578.9656982421875,549.999267578125,571.9877319335938
2018-01-02,571.7693481445312,677.1502685546875,571.7269897460938,650.661376953125
2018-01-03,651.8060913085938,721.2960815429688,639.5073852539062,712.6508178710938
2018-01-04,711.9053955078125,771.3336181640625,698.8889770507812,723.9276733398438
2018-01-05,720.1107177734375,792.7681884765625,704.9425048828125,735.3478393554688
2018-01-06,733.4566650390625,781.7732543945312,733.0645751953125,767.7476806640625
2018-01-07,768.7279052734375,849.5432739257812,768.7279052734375,849.5432739257812
2018-01-08,853.2930908203125,934.314208984375,749.9630737304688,846.4991455078125
2018-01-09,844.6344604492188,975.6129760742188,844.32080078125,960.7066040039062
2018-01-10,961.1500854492188,1047.5057373046875,907.78564453125,929.4796142578125
2018-01-11,938.5611572265625,989.9326782226562,838.3826293945312,853.0394287109375
2018-01-12,855.5211181640625,952.2704467773438,826.2078247070312,927.244873046875
2018-01-13,925.2567138671875,1043.5364990234375,925.2567138671875,1016.9835205078125
2018-01-14,1017.7554321289062,1019.9985961914062,936.7197875976562,995.3900146484375
2018-01-15,994.2538452148438,1012.2952270507812,935.8276977539062,936.5811767578125
2018-01-16,937.0958251953125,937.6396484375,634.9129638671875,763.6541137695312
2018-01-17,769.1984252929688,789.6212158203125,564.8621826171875,733.6878051757812
2018-01-18,735.27197265625,795.8267211914062,700.2091064453125,746.0082397460938
2018-01-19,740.6377563476562,788.36083984375,721.6781616210938,749.8737182617188
2018-01-20,754.0953979492188,842.2529907226562,754.0953979492188,833.6220092773438
2018-01-21,834.0045166015625,834.0045166015625,735.20947265625,755.6371459960938
2018-01-22,759.7911987304688,778.9857788085938,668.2997436523438,717.4855346679688
2018-01-23,718.1362915039062,730.774169921875,658.1397094726562,703.9464721679688
2018-01-24,704.8372802734375,757.4249267578125,688.3386840820312,744.6234130859375
2018-01-25,747.7459716796875,772.9760131835938,723.5944213867188,746.3637084960938
2018-01-26,744.0101318359375,758.3157958984375,699.7430419921875,744.8084106445312
2018-01-27,745.2177734375,791.9672241210938,735.5968017578125,781.4427490234375
2018-01-28,784.7674560546875,887.8167724609375,784.7674560546875,880.5724487304688
2018-01-29,881.06005859375,887.9389038085938,830.7254638671875,840.3411254882812
2018-01-30,841.59912109375,842.6732177734375,748.6002807617188,756.7684326171875
2018-01-31,756.7401123046875,797.02001953125,730.9404296875,787.708740234375
2018-02-01,788.455322265625,814.1825561523438,690.4227294921875,726.806884765625
2018-02-02,726.0918579101562,726.2445678710938,531.69189453125,648.5729370117188
2018-02-03,650.999267578125,702.5092163085938,600.3470458984375,682.7329711914062
2018-02-04,683.19189453125,686.2832641601562,570.7245483398438,591.5535278320312
2018-02-05,591.7491455078125,606.9047241210938,460.49365234375,500.574462890625
2018-02-06,507.5930480957031,570.719482421875,411.5044250488281,568.3018188476562
2018-02-07,566.3714599609375,611.9338989257812,518.0328979492188,545.4773559570312
2018-02-08,544.5947265625,608.544677734375,544.5162353515625,586.9147338867188
2018-02-09,587.397705078125,638.9620971679688,566.5282592773438,638.861572265625
2018-02-10,637.85107421875,663.100830078125,596.7307739257812,621.9118041992188
2018-02-11,621.0972290039062,621.0972290039062,569.7304077148438,589.3936767578125
2018-02-12,591.4542236328125,633.1312255859375,591.2830810546875,627.3611450195312
2018-02-13,627.7843627929688,628.8069458007812,597.3599853515625,608.8439331054688
2018-02-14,608.1387329101562,661.404296875,608.0511474609375,658.9803466796875
2018-02-15,659.0995483398438,677.7360229492188,650.7471313476562,664.3335571289062
2018-02-16,662.78076171875,672.9510498046875,649.8959350585938,673.2335205078125
2018-02-17,673.6171264648438,696.3244018554688,670.7693481445312,694.55615234375
2018-02-18,694.010009765625,700.843505859375,652.7236938476562,658.4855346679688
2018-02-19,656.8797607421875,684.2730712890625,656.751708984375,674.6712036132812
2018-02-20,674.4581909179688,692.1447143554688,637.9154052734375,639.5963745117188
2018-02-21,638.7135009765625,651.8361206054688,596.7545776367188,611.09423828125
2018-02-22,610.5845336914062,630.2986450195312,574.9771118164062,582.6845703125
2018-02-23,581.7813720703125,633.8992919921875,569.7835083007812,618.824951171875
2018-02-24,616.9660034179688,629.8109741210938,586.1439208984375,601.87255859375
2018-02-25,601.1163330078125,610.9172973632812,588.88720703125,604.8181762695312
2018-02-26,605.1531982421875,629.9763793945312,600.1987915039062,622.584716796875
2018-02-27,623.336669921875,640.91748046875,620.7294921875,631.7544555664062
2018-02-28,631.516357421875,640.4114990234375,621.772705078125,621.8724365234375
2018-03-01,622.4636840820312,638.8721923828125,619.6682739257812,633.2220458984375
2018-03-02,632.9054565429688,635.9782104492188,618.5487060546875,620.7280883789062
2018-03-03,620.6251831054688,629.1321411132812,619.53564453125,620.9974975585938
2018-03-04,620.2448120117188,628.40283203125,608.7221069335938,628.3007202148438
2018-03-05,628.4224853515625,631.1085205078125,616.2599487304688,616.4673461914062
2018-03-06,616.5634155273438,616.6079711914062,582.8519287109375,587.7767944335938
2018-03-07,587.28759765625,594.2611083984375,523.5242919921875,541.527099609375
2018-03-08,541.33935546875,558.1526489257812,504.1050109863281,510.4658508300781
2018-03-09,508.7278137207031,526.4284057617188,469.3706359863281,526.255126953125
2018-03-10,527.1532592773438,540.0556030273438,492.885009765625,495.9136657714844
2018-03-11,494.7743835449219,531.24755859375,482.36444091796875,522.0779418945312
2018-03-12,522.8480834960938,535.8790283203125,491.4183044433594,503.3306884765625
2018-03-13,502.1238708496094,513.7371215820312,488.7193603515625,494.5075378417969
2018-03-14,494.7881164550781,502.45513916015625,425.4815979003906,439.7530212402344
2018-03-15,440.14532470703125,444.5355224609375,414.6726379394531,438.6510009765625
2018-03-16,438.9911193847656,447.9678039550781,422.1326904296875,431.3327331542969
2018-03-17,431.34130859375,436.6986999511719,393.6454162597656,396.2857360839844
2018-03-18,395.4692077636719,395.4692077636719,329.8358459472656,386.3185729980469
2018-03-19,392.0433044433594,397.7337341308594,369.87744140625,397.00921630859375
2018-03-20,397.00634765625,405.2090148925781,370.7789611816406,397.86846923828125
2018-03-21,399.2430419921875,420.81719970703125,391.1145935058594,397.23638916015625
2018-03-22,397.498779296875,407.9720153808594,370.985107421875,382.4961242675781
2018-03-23,382.6109313964844,382.8082580566406,362.3369140625,381.78790283203125
2018-03-24,383.877197265625,385.86529541015625,372.2088623046875,372.4628601074219
2018-03-25,369.819580078125,378.64532470703125,364.8358459472656,370.6256103515625
2018-03-26,370.6256103515625,371.8416442871094,330.6205749511719,344.16339111328125
2018-03-27,343.9097900390625,345.41680908203125,317.4846496582031,317.5421447753906
2018-03-28,317.66558837890625,329.47772216796875,313.83489990234375,316.9595031738281
2018-03-29,318.235107421875,320.4300231933594,274.9718322753906,275.2392272949219
2018-03-30,275.1943359375,291.764404296875,262.7837219238281,281.7685241699219
2018-03-31,282.02484130859375,298.77764892578125,280.56048583984375,283.062255859375
2018-04-01,283.63128662109375,285.9688720703125,259.7493896484375,270.452392578125
2018-04-02,270.5179443359375,280.9605407714844,268.9217224121094,275.13348388671875
2018-04-03,275.7650451660156,298.0493469238281,272.8794250488281,296.3624267578125
2018-04-04,296.0723571777344,296.56317138671875,266.7069396972656,270.1377258300781
2018-04-05,269.7146301269531,276.663330078125,262.5601806640625,273.639404296875
2018-04-06,273.28167724609375,275.04107666015625,260.33135986328125,262.7812194824219
2018-04-07,262.8486328125,278.94329833984375,262.5335388183594,273.4468688964844
2018-04-08,273.7513427734375,285.7071838378906,273.6512451171875,284.24981689453125
2018-04-09,284.49749755859375,304.1529235839844,276.18609619140625,282.0224914550781
2018-04-10,282.6488037109375,293.3954162597656,278.1827697753906,292.13189697265625
2018-04-11,292.6826477050781,303.4750061035156,290.7182312011719,303.4750061035156
2018-04-12,303.2078857421875,346.3945617675781,294.3466491699219,346.19073486328125
2018-04-13,346.34454345703125,369.24530029296875,339.11260986328125,346.0217590332031
2018-04-14,345.91290283203125,359.5674133300781,342.8925476074219,352.1615295410156
2018-04-15,353.14605712890625,373.2814025878906,353.14605712890625,373.2814025878906
2018-04-16,373.5425109863281,374.927734375,349.2390441894531,356.49810791015625
2018-04-17,356.4967041015625,361.82928466796875,351.5662841796875,351.7971496582031
2018-04-18,352.0874328613281,369.73101806640625,351.8535461425781,369.543701171875
2018-04-19,369.0148620605469,403.27294921875,368.5462951660156,403.27294921875
2018-04-20,403.343994140625,441.7815246582031,398.06964111328125,439.6415710449219
2018-04-21,439.8457946777344,444.047119140625,413.1024475097656,432.2706298828125
2018-04-22,432.78759765625,457.52734375,424.04071044921875,444.15399169921875
2018-04-23,443.6818542480469,463.91680908203125,443.43804931640625,461.1036682128906
2018-04-24,461.71368408203125,507.2813720703125,461.8131103515625,506.0802001953125
2018-04-25,505.29693603515625,505.5137023925781,430.7844543457031,441.69671630859375
2018-04-26,443.60797119140625,476.5600891113281,433.35272216796875,476.258544921875
2018-04-27,475.75555419921875,497.760009765625,469.3739318847656,469.3739318847656
2018-04-28,467.6430969238281,501.59014892578125,467.6430969238281,495.9579162597656
2018-04-29,496.1276550292969,506.17047119140625,486.4076843261719,500.38568115234375
2018-04-30,501.02490234375,503.9470520019531,483.81536865234375,486.43914794921875
2018-05-01,486.8305358886719,495.4110107421875,463.22747802734375,495.0488586425781
2018-05-02,495.3883972167969,507.3968505859375,490.3173522949219,506.37359619140625
2018-05-03,505.9624328613281,578.08154296875,505.99969482421875,574.4605712890625
2018-05-04,572.4207763671875,593.389404296875,561.99853515625,580.4817504882812
2018-05-05,579.7125854492188,611.3898315429688,579.4569091796875,603.0146484375
2018-05-06,602.990966796875,617.0067749023438,565.1566162109375,585.5524291992188
2018-05-07,586.3121337890625,587.8826904296875,523.9619140625,555.5985107421875
2018-05-08,556.5450439453125,570.8958740234375,539.6346435546875,555.5320434570312
2018-05-09,555.565185546875,560.3312377929688,531.0606689453125,555.4714965820312
2018-05-10,555.6959228515625,565.4483642578125,537.3938598632812,537.966552734375
2018-05-11,537.7713012695312,545.3433227539062,494.7008972167969,501.9098815917969
2018-05-12,502.12481689453125,510.6432800292969,475.676513671875,506.6824035644531
2018-05-13,507.5147705078125,547.2553100585938,498.75848388671875,541.4053344726562
2018-05-14,540.8421630859375,547.4844970703125,513.1966552734375,538.7926635742188
2018-05-15,539.2307739257812,545.8286743164062,519.4864501953125,525.1284790039062
