Date,Open,High,Low,Close
2017-11-11,0.7627999782562256,0.7781389951705933,0.755079984664917,0.7650820016860962
2017-11-12,0.7628300189971924,0.8385729789733887,0.7336980104446411,0.7717000246047974
2017-11-13,0.7656099796295166,0.7843999862670898,0.743615984916687,0.7693799734115601
2017-11-14,0.7662469744682312,0.7729619741439819,0.7599470019340515,0.7652429938316345
2017-11-15,0.7635329961776733,0.7700030207633972,0.7598369717597961,0.7616000175476074
2017-11-16,0.763604998588562,0.7662320137023926,0.7527909874916077,0.7592970132827759
2017-11-17,0.754476010799408,0.763975977897644,0.7545340061187744,0.7579969763755798
2017-11-18,0.757436990737915,0.7638940215110779,0.7541750073432922,0.7586939930915833
2017-11-19,0.7587389945983887,0.7626150250434875,0.7545560002326965,0.759539008140564
2017-11-20,0.7587360143661499,0.7575380206108093,0.7534120082855225,0.7566800117492676
2017-11-21,0.7578510046005249,0.7634000182151794,0.7462610006332397,0.7519609928131104
2017-11-22,0.7530019879341125,0.7562559843063354,0.7488790154457092,0.7512019872665405
2017-11-23,0.7500810027122498,0.7561920285224915,0.7457079887390137,0.7476739883422852
2017-11-24,0.7548220157623291,0.7559329867362976,0.7430279850959778,0.7516540288925171
2017-11-25,0.7516459822654724,0.756708025932312,0.746213972568512,0.7539629936218262
2017-11-26,0.7530710101127625,0.7627410292625427,0.7503259778022766,0.7571539878845215
2017-11-27,0.7557049989700317,0.7645159959793091,0.7486690282821655,0.7517189979553223
2017-11-28,0.752905011177063,0.7572069764137268,0.7472230195999146,0.7484400272369385
2017-11-29,0.7484319806098938,0.7809100151062012,0.7118729948997498,0.7384870052337646
2017-11-30,0.7483670115470886,0.7646399736404419,0.7354440093040466,0.7451949715614319
2017-12-01,0.7445300221443176,0.7524620294570923,0.735696017742157,0.7496510148048401
2017-12-02,0.7490350008010864,0.7548400163650513,0.7391319870948792,0.7421339750289917
2017-12-03,0.7431480288505554,0.7662550210952759,0.7326340079307556,0.7418339848518372
2017-12-04,0.7431610226631165,0.7497599720954895,0.7364400029182434,0.7450039982795715
2017-12-05,0.7448859810829163,0.7484380006790161,0.7421299815177917,0.7470700144767761
2017-12-06,0.7454220056533813,0.7624189853668213,0.7431640028953552,0.7542269825935364
2017-12-07,0.7521060109138489,0.8021379709243774,0.7435160279273987,0.7652130126953125
2017-12-08,0.7686769962310791,0.7825819849967957,0.7328500151634216,0.7603679895401001
2017-12-09,0.7625939846038818,0.7825300097465515,0.7424049973487854,0.7600160241127014
2017-12-10,0.763700008392334,0.7805870175361633,0.7254059910774231,0.7600820064544678
2017-12-11,0.7563260197639465,0.7684379816055298,0.7464540004730225,0.7631379961967468
2017-12-12,0.7633330225944519,0.811942994594574,0.7500519752502441,0.8093410134315491
2017-12-13,0.8116459846496582,0.8168169856071472,0.7600539922714233,0.7660800218582153
2017-12-14,0.7657520174980164,0.7830640077590942,0.7489699721336365,0.7506440281867981
2017-12-15,0.7518579959869385,0.7582659721374512,0.7409939765930176,0.7628949880599976
2017-12-16,0.7638409733772278,0.7653499841690063,0.7521740198135376,0.7563779950141907
2017-12-17,0.7596219778060913,0.7630630135536194,0.7528979778289795,0.757972002029419
2017-12-18,0.7589340209960938,0.7610039710998535,0.7424250245094299,0.7572280168533325
2017-12-19,0.7573099732398987,0.773930013179779,0.7446900010108948,0.7551400065422058
2017-12-20,0.7534440159797668,0.7612709999084473,0.7387250065803528,0.7481340169906616
2017-12-21,0.7497270107269287,0.7793920040130615,0.743815004825592,0.754492998123169
2017-12-22,0.7523549795150757,0.7916060090065002,0.7202820181846619,0.7621669769287109
2017-12-23,0.7580040097236633,0.7876610159873962,0.7541630268096924,0.7826150059700012
2017-12-24,0.7866950035095215,0.8005539774894714,0.7650719881057739,0.7656840085983276
2017-12-25,0.7682660222053528,0.772130012512207,0.7547990083694458,0.7560420036315918
2017-12-26,0.7555630207061768,0.7607839703559875,0.7476639747619629,0.7507629990577698
2017-12-27,0.751226007938385,0.7579650282859802,0.7448480129241943,0.7489439845085144
2017-12-28,0.748682975769043,0.7700780034065247,0.7464560270309448,0.7490620017051697
2017-12-29,0.7523069977760315,0.7519930005073547,0.7405700087547302,0.7442569732666016
2017-12-30,0.7457960247993469,0.7658230066299438,0.7347850203514099,0.7558839917182922
2017-12-31,0.7580739855766296,0.7580739855766296,0.7402830123901367,0.7499330043792725
2018-01-01,0.7501479983329773,0.7526199817657471,0.7423689961433411,0.7456910014152527
